SteamId,Username,Points,invisiblecat8,invisiblecat8Points,Last,LastPoints,maki bhawk fwog & jandje,maki bhawk fwog & jandjePoints,[KUP] RegularBiscuitBoy,[KUP] RegularBiscuitBoyPoints,[OR] Roader,[OR] RoaderPoints,RoundNzt,RoundNztPoints,cornshot,cornshotPoints,Codewalt,CodewaltPoints,St Nicholas,St NicholasPoints,Wookiee,WookieePoints,BlueDreamer,BlueDreamerPoints,[OR] rsgold,[OR] rsgoldPoints,Rorroh,RorrohPoints,Llama_Lordie,Llama_LordiePoints,RadiationMutt,RadiationMuttPoints
76561198114603502,sander,"=IFERROR(E70 + G70 + I70 + K70 + M70 + O70 + Q70 + S70 + U70 + W70 + Y70 + AA70 + AC70 + AE70 + AG70, 0)",,,,,95.58799,0,42.63203,0,47.87688,0,,,,,,,,,,,,,,,,,,,,
76561198396510502,SliceTheDuck,"=IFERROR(E71 + G71 + I71 + K71 + M71 + O71 + Q71 + S71 + U71 + W71 + Y71 + AA71 + AC71 + AE71 + AG71, 0)",,,,,,,40.31969,0,47.52314,0,67.51128,0,57.96286,0,,,60.17588,0,,,,,,,,,,,,
76561198081686672,Not That Guy,"=IFERROR(E72 + G72 + I72 + K72 + M72 + O72 + Q72 + S72 + U72 + W72 + Y72 + AA72 + AC72 + AE72 + AG72, 0)",,,,,,,40.49887,0,46.4537,0,66.67227,0,55.27505,0,57.14545,0,,,,,,,,,,,,,,
76561199014162289,Longstruck,"=IFERROR(E73 + G73 + I73 + K73 + M73 + O73 + Q73 + S73 + U73 + W73 + Y73 + AA73 + AC73 + AE73 + AG73, 0)",,,,,,,42.01283,0,49.17498,0,73.75257,0,62.12783,0,65.08607,0,60.77099,0,,,,,,,,,,,,
76561197979087520,Mokster,"=IFERROR(E74 + G74 + I74 + K74 + M74 + O74 + Q74 + S74 + U74 + W74 + Y74 + AA74 + AC74 + AE74 + AG74, 0)",,,,,,,42.63417,0,46.939,0,66.84101,0,56.60055,0,55.76767,0,57.25788,0,85.51692,0,43.64298,0,56.65006,0,84.51675,0,47.58849,0,81.23192,0
76561198045413240,Eatin'Beaver,"=IFERROR(E75 + G75 + I75 + K75 + M75 + O75 + Q75 + S75 + U75 + W75 + Y75 + AA75 + AC75 + AE75 + AG75, 0)",,,,,,,45.42159,0,51.90617,0,,,,,,,,,92.56338,0,47.18683,0,,,,,,,,
76561199068535197,GavvyBoi,"=IFERROR(E76 + G76 + I76 + K76 + M76 + O76 + Q76 + S76 + U76 + W76 + Y76 + AA76 + AC76 + AE76 + AG76, 0)",,,,,,,,,47.1134,0,,,,,,,,,,,,,,,,,,,,
76561199187368493,no name what a shame,"=IFERROR(E77 + G77 + I77 + K77 + M77 + O77 + Q77 + S77 + U77 + W77 + Y77 + AA77 + AC77 + AE77 + AG77, 0)",,,,,,,,,47.14927,0,,,,,,,,,,,,,,,,,,,,
76561198095392263,Ezoz,"=IFERROR(E78 + G78 + I78 + K78 + M78 + O78 + Q78 + S78 + U78 + W78 + Y78 + AA78 + AC78 + AE78 + AG78, 0)",,,,,,,,,47.86739,0,66.39611,0,55.58002,0,55.29621,0,,,,,,,,,,,,,,
76561198124905791,Flaco,"=IFERROR(E79 + G79 + I79 + K79 + M79 + O79 + Q79 + S79 + U79 + W79 + Y79 + AA79 + AC79 + AE79 + AG79, 0)",,,,,,,,,48.12113,0,,,,,,,,,,,,,,,,,,,,
76561198117256900,joriz911,"=IFERROR(E80 + G80 + I80 + K80 + M80 + O80 + Q80 + S80 + U80 + W80 + Y80 + AA80 + AC80 + AE80 + AG80, 0)",,,,,,,,,48.4911,0,,,,,,,,,,,,,,,,,,,,
76561198024344130,kernaleugene,"=IFERROR(E81 + G81 + I81 + K81 + M81 + O81 + Q81 + S81 + U81 + W81 + Y81 + AA81 + AC81 + AE81 + AG81, 0)",,,,,,,,,49.17991,0,,,,,,,,,,,,,,,,,,,,
76561199445295521,tws20so,"=IFERROR(E82 + G82 + I82 + K82 + M82 + O82 + Q82 + S82 + U82 + W82 + Y82 + AA82 + AC82 + AE82 + AG82, 0)",,,,,,,,,59.08503,0,,,,,,,,,,,,,,,,,,,,
76561198335633939,sander.zwanikken,"=IFERROR(E83 + G83 + I83 + K83 + M83 + O83 + Q83 + S83 + U83 + W83 + Y83 + AA83 + AC83 + AE83 + AG83, 0)",,,,,,,,,60.00336,0,77.95607,0,,,,,,,,,,,,,,,,,,
76561198065543771,idk man,"=IFERROR(E84 + G84 + I84 + K84 + M84 + O84 + Q84 + S84 + U84 + W84 + Y84 + AA84 + AC84 + AE84 + AG84, 0)",,,,,,,,,,,68.77962,0,,,56.22828,0,62.84672,0,80.69509,0,42.6143,0,56.8768,0,,,,,,
76561198887890150,Xalo CS4F,"=IFERROR(E85 + G85 + I85 + K85 + M85 + O85 + Q85 + S85 + U85 + W85 + Y85 + AA85 + AC85 + AE85 + AG85, 0)",,,,,,,,,,,75.26455,0,58.01133,0,58.54475,0,61.50755,0,,,,,,,,,,,,
76561198324042911,DirtWa1ker,"=IFERROR(E86 + G86 + I86 + K86 + M86 + O86 + Q86 + S86 + U86 + W86 + Y86 + AA86 + AC86 + AE86 + AG86, 0)",,,,,,,,,,,115.5084,0,,,,,,,,,,,,,,,,,,
76561198078302726,Bobsen Duggnut,"=IFERROR(E87 + G87 + I87 + K87 + M87 + O87 + Q87 + S87 + U87 + W87 + Y87 + AA87 + AC87 + AE87 + AG87, 0)",,,,,,,,,,,70.2713,0,,,,,,,,,,,,,,,,,,
76561199196339657,hanksterphill,"=IFERROR(E88 + G88 + I88 + K88 + M88 + O88 + Q88 + S88 + U88 + W88 + Y88 + AA88 + AC88 + AE88 + AG88, 0)",,,,,,,,,,,,,57.92,0,,,,,,,,,,,,,,,,
